iter	Accuracy	Logloss	MCC	Precision	Recall	F1
217	1	0.03989393232	1	1	1	1
218	1	0.03909500381	1	1	1	1
219	1	0.03864723571	1	1	1	1
220	1	0.03859066444	1	1	1	1
221	1	0.03854259271	1	1	1	1
222	1	0.03804497205	1	1	1	1
223	1	0.03799091735	1	1	1	1
224	1	0.03762795522	1	1	1	1
225	1	0.03752771037	1	1	1	1
226	1	0.03706083896	1	1	1	1
227	1	0.03701111236	1	1	1	1
228	1	0.03667535091	1	1	1	1
229	1	0.03604761981	1	1	1	1
230	1	0.0352928933	1	1	1	1
231	1	0.03493749926	1	1	1	1
232	1	0.0348993976	1	1	1	1
233	1	0.03484957684	1	1	1	1
234	1	0.03422992721	1	1	1	1
235	1	0.03414518169	1	1	1	1
236	1	0.03409963116	1	1	1	1
237	1	0.03371224441	1	1	1	1
238	1	0.0336767577	1	1	1	1
239	1	0.03328636993	1	1	1	1
240	1	0.0332497356	1	1	1	1
241	1	0.03321367934	1	1	1	1
242	1	0.03271767446	1	1	1	1
243	1	0.03249722416	1	1	1	1
244	1	0.03218884527	1	1	1	1
245	1	0.03166245378	1	1	1	1
246	1	0.0311609655	1	1	1	1
247	1	0.03112402755	1	1	1	1
248	1	0.03109121499	1	1	1	1
249	1	0.03105953763	1	1	1	1
250	1	0.03082736118	1	1	1	1
251	1	0.03035053383	1	1	1	1
252	1	0.03008608989	1	1	1	1
253	1	0.02963510014	1	1	1	1
254	1	0.02960686235	1	1	1	1
255	1	0.02917675015	1	1	1	1
256	1	0.02880025309	1	1	1	1
257	1	0.02825040178	1	1	1	1
258	1	0.02793336022	1	1	1	1
259	1	0.02789985585	1	1	1	1
260	1	0.02745775429	1	1	1	1
261	1	0.02711806248	1	1	1	1
262	1	0.02708413912	1	1	1	1
263	1	0.02705468274	1	1	1	1
264	1	0.02702583845	1	1	1	1
265	1	0.02683986528	1	1	1	1
266	1	0.02681103752	1	1	1	1
267	1	0.02678059037	1	1	1	1
268	1	0.02653044515	1	1	1	1
269	1	0.02630404019	1	1	1	1
270	1	0.02613065361	1	1	1	1
271	1	0.02587369121	1	1	1	1
272	1	0.02570361216	1	1	1	1
273	1	0.02567101312	1	1	1	1
274	1	0.02548326328	1	1	1	1
275	1	0.02545768104	1	1	1	1
276	1	0.02543380162	1	1	1	1
277	1	0.02540533409	1	1	1	1
278	1	0.02520662363	1	1	1	1
279	1	0.02502518166	1	1	1	1
280	1	0.02467699685	1	1	1	1
281	1	0.02464728032	1	1	1	1
282	1	0.02428546682	1	1	1	1
283	1	0.02426135777	1	1	1	1
284	1	0.02423292897	1	1	1	1
285	1	0.02405970621	1	1	1	1
286	1	0.02403540581	1	1	1	1
287	1	0.02385518454	1	1	1	1
288	1	0.02368083933	1	1	1	1
289	1	0.02365873733	1	1	1	1
290	1	0.02363694572	1	1	1	1
291	1	0.02333734347	1	1	1	1
292	1	0.02305157443	1	1	1	1
293	1	0.02289087606	1	1	1	1
294	1	0.02287084763	1	1	1	1
295	1	0.02271066635	1	1	1	1
296	1	0.02244607029	1	1	1	1
297	1	0.02219775078	1	1	1	1
298	1	0.02193844855	1	1	1	1
299	1	0.02192164275	1	1	1	1
